R606697,R853780
R988048,R752782
R193100,R794721
R432710,R164102
R935672,R782734
R630641,R214023
R482033,R845400
R659308,R355157
R810312,R441191
R315637,R834632
R610590,R672042
R653376,R557401
R612081,R490640
R997575,R652425
R478076,R335259
R485385,R248398
R159930,R169918
R199672,R746382
R323400,R680929
R839573,R774545
R556705,R703610
R285190,R241941
R228399,R303571
R793594,R607883
R529738,R601392
R117460,R946687
R647797,R113063
R743867,R285365
R819230,R564308
R646105,R267810
R766504,R443813
R181656,R482136
R173758,R251646
R847389,R905453
R370601,R662348
R905574,R399953
R602959,R554848
R384879,R603802
R487304,R896048
R241544,R761073
R400690,R176255
R287372,R557656
R837343,R632293
R780769,R922673
R578611,R291707
R429993,R242045
R883412,R534850
R162890,R981658
R376290,R146475
R763998,R484773
R986560,R998258
R419978,R663774
R520955,R442918
R574355,R211251
R741095,R735365
R811026,R580544
R584149,R443848
R715881,R441991
R580899,R289471
R820247,R230049
R241300,R759023
R438388,R287155
R375868,R917058
R647729,R736703
R470026,R626346
R531424,R148847
R469862,R966204
R234870,R624646
R679535,R574344
R448719,R795977
R380866,R800707
R606530,R476353
R785360,R679223
R725102,R974801
R709596,R539940
R156703,R263164
R150350,R555303
R762280,R109691
R362309,R955432
R741614,R998645
R999568,R871712
R943816,R225564
R612472,R633366
R926918,R977961
R299375,R154439
R267081,R638482
R501089,R589957
R475756,R801248
R513615,R404227
R701496,R538807
R405156,R740164
R659551,R464008
R621161,R527779
R474820,R529139
R240558,R297303
R774100,R805790
R435596,R448265
R957664,R947296
R456029,R380044
R860097,R434805
R908518,R980936
R862016,R812191
R582780,R860727
R755683,R564392
R585135,R479255
R675396,R645999
R492186,R212809
R430453,R663078
R740099,R614541
R575911,R914677
R927384,R337174
R357521,R205706
R885419,R738469
R878835,R558317
R651093,R933081
R204661,R879082
R985919,R520196
R321476,R382980
R878291,R521012
R131930,R349938
R521857,R821895
R760757,R651688
R954481,R303447
R763378,R541707
R372972,R260236
R579926,R317161
R707223,R915901
R267641,R632015
R694752,R882748
R596462,R366722
R862361,R940489
R317347,R121286
R411433,R387454
R953926,R259333
R441366,R253227
R303916,R974738
R861482,R727137
R694603,R337308
R768650,R624042
R332502,R791035
R332857,R817058
R740420,R150719
R101155,R177281
R471225,R317065
R662600,R121249
R928107,R693707
R754734,R866363
R677568,R721087
R867306,R123206
R433443,R236921
R485246,R506715
R460741,R670317
R932701,R664346
R464511,R228351
R336936,R198823
R775274,R301843
R979417,R637864
R438596,R907736
R528549,R850916
R646740,R673246
R761968,R370161
R141040,R216460
R669523,R260166
R787310,R612754
R697496,R205923
R707475,R534799
R144452,R239204
R632432,R823019
R833622,R135377
R138995,R785282
R232662,R549904
R511655,R998310
R228536,R554761
R224443,R727061
R781975,R150309
R450444,R786478
R797694,R618648
R535264,R203444
R105725,R463666
R707275,R924872
R940539,R318124
R984569,R698942
R437382,R317444
R185253,R461189
R258588,R440067
R484734,R686215
R118554,R527657
R467166,R460047
R522876,R212547
R830918,R797720
R660871,R286095
R906118,R675831
R159269,R472939
R704353,R271012
R803470,R866080
R803469,R195688
R852110,R801854
R323293,R215844
R878804,R607650
R178651,R154027
R700804,R379104
R437019,R400331
R802456,R502499
R786181,R188391
R958078,R488112
R461834,R802171
R963416,R138159
R345042,R853131
R261319,R882900
R391586,R938060
R182999,R772911
R331144,R443850
R171774,R788619
R484138,R218161
R525318,R448912
R334049,R955462
R939383,R904367
R312108,R344186
R351394,R473681
R326895,R220904
R138605,R789347
R653845,R524386
R770632,R915207
R495417,R869009
R280746,R327704
R333162,R212475
R964367,R675049
R499160,R827753
R258768,R123949
R925238,R682893
R440716,R885803
R199337,R750052
R730251,R747749
R154877,R932377
R185707,R361967
R887922,R551640
R160182,R296673
R996685,R423611
R545215,R450930
R312643,R791547
R611199,R859734
R465794,R796119
R206234,R688641
R306500,R576363
R426799,R224453
R776918,R675848
R628366,R344094
R123176,R541027
R514985,R135362
R547045,R782032
R515304,R790589
R431209,R434957
R690231,R276095
R229430,R259445
R618219,R538048
R221722,R593940
R502343,R194241
R863243,R197161
R480272,R506863
R886873,R991006
R265672,R211077
R401164,R439419
R694205,R172839
R509670,R325726
R975335,R276152
R691641,R290856
R166685,R186508
R701801,R962523
R742597,R857333
R252862,R215065
R844900,R886942
R228549,R479874
R380004,R935928
R163024,R635423
R592529,R262216
R451980,R893222
R995376,R925404
R177699,R318298
R617905,R335996
R453721,R657658
R275273,R261182
R351468,R214647
R669353,R430526
R361501,R296527
R714493,R556891
R206279,R662832
R318815,R597914
R571969,R235550
R511260,R868948
R630699,R415101
R376790,R612570
R974420,R273787
R890613,R448011
R834536,R649623
R547184,R923897
R138150,R266938
R302258,R405596
R244021,R260086
R572271,R825211
R369565,R361849
R138657,R557340
R374804,R395684
R757513,R434400
R361123,R441979
R132974,R983221
R683289,R813403
R753993,R147543
R847879,R676883
R182868,R489019
R537807,R716499
R629346,R347324
R167055,R850860
R247709,R637342
R125176,R359090
R653119,R659200
R285723,R408716
R370879,R174607
R209753,R849591
R280598,R930212
R671051,R627739
R409635,R630802
R797526,R243806
R248400,R726534
R308995,R244987
R956381,R327838
R642543,R968348
R534529,R280755
R626389,R523710
R692693,R320102
R757127,R906746
R416301,R824943
R801551,R654855
R616808,R263045
R581128,R507742
R323090,R556537
R703174,R775149
R965901,R702160
R649550,R234032
R117768,R333325
R110279,R482379
R371233,R610973
R267677,R193887
R323066,R321393
R414065,R338311
R752652,R716159
R612441,R862519
R819241,R833232
R308701,R234967
R744053,R873005
R619149,R398377
R132900,R715789
R628571,R455365
R561874,R816461
R577724,R889960
R695795,R807418
R136575,R253020
R107680,R169600
R223158,R888601
R452780,R174666
R953796,R162779
R904537,R537441
R350530,R726216
R553305,R168721
R141864,R543919
R600981,R953889
R661997,R937243
R859901,R392080
R890113,R965462
R228707,R462871
R927626,R871194
R635065,R753049
R654636,R664517
R334279,R963553
R803044,R219019
R907031,R151701
R783099,R926907
R233930,R404538
R148481,R217443
R175358,R709222
R278727,R884657
R698183,R291983
R197129,R564736
R366015,R510478
R551633,R689839
R733289,R756487
R295329,R102759
R493850,R603022
R160792,R968083
R566745,R147405
R532033,R873610
R180115,R464782
R352911,R851214
R660012,R555950
R818438,R301227
R308836,R529568
R589121,R455900
R257305,R950129
R796802,R359477
R665266,R143464
R748097,R530034
R853496,R323691
R826616,R883621
R420615,R701581
R298723,R545930
R616290,R874107
R867725,R810811
R357118,R205005
R528205,R872938
R166868,R237216
R436364,R912178
R905893,R651721
R222512,R505343
R608368,R420649
R347344,R500086
R733957,R929370
R686663,R562685
R167173,R886262
R987509,R318530
R139094,R106110
R138536,R583601
R742059,R426656
R483244,R369450
R858029,R459174
R877935,R505928
R881369,R427961
R826750,R480364
R369038,R855569
R368191,R140707
R623023,R841418
R310516,R914425
R312015,R214255
R538854,R985114
R106938,R545316
R438480,R223312
R297309,R427978
R874344,R998922
R511981,R953559
R211643,R715577
R535905,R499079
R718918,R929049
R784612,R836521
R601991,R764718
R501750,R847998
R512087,R441433
R782673,R404361
R528735,R541286
R579383,R641055
R955260,R201543
R560925,R829039
R335077,R354341
R608625,R136484
R308740,R113249
R145870,R352924
R151056,R134450
R482758,R794656
R955093,R246672
R672357,R733301
R146382,R758897
R600969,R371869
R368616,R500805
R564573,R784826
R779582,R911865
R411117,R121984
R372933,R772704
R628716,R758199
R660142,R576218
R950796,R702739
R290192,R768840
R132296,R802294
R105457,R781627
R542962,R736783
R940946,R906196
R386794,R575304
R672111,R958167
R818997,R952430
R478715,R305530
R356025,R243193
R267326,R138790
R705144,R644338
R963832,R915505
R794675,R263504
R662100,R468203
R637653,R909735
R870658,R764803
R405847,R980329
R178988,R402705
R192431,R290057
R911427,R758552
R700283,R335410
R155199,R636936
R439184,R697175
R893539,R424464
R530593,R909506
R578182,R229303
R124272,R763697
R116251,R979967
R372945,R560726
R441097,R648851
R299132,R916036
R175727,R328188
R827058,R665727
R438757,R214074
R269338,R864087
R142291,R274236
R863526,R232977
R726761,R738319
R479740,R889486
R600312,R373260
R568933,R987801
R814743,R357451
R500721,R668374
R578236,R352518
R778006,R801470
R508628,R824319
R101867,R796825
R163953,R871584
R285313,R794812
R643592,R687704
R206769,R731594
R375276,R808120
R642815,R839484
R863821,R524283
R349012,R866352
R514106,R600281
R533722,R943142
R494029,R110918
R351513,R645884
R526271,R765317
R308434,R100614
R290562,R173411
R908092,R745517
R475531,R797261
R696905,R559027
R597950,R983643
R766655,R345668
R282406,R427083
R731711,R705731
R125856,R590230
R652913,R555037
R180043,R248381
R963532,R699594
R102536,R958387
R786515,R767735
R672896,R966901
R277729,R764198
R376838,R489540
R761498,R554962
R311972,R300413
R227400,R290852
R229193,R118775
R373147,R642223
R845776,R687821
R506987,R842733
R452371,R326394
R498030,R869305
R906642,R937479
R239923,R485806
R692874,R983684
R376183,R284850
R284943,R275290
R111255,R471951
R472602,R825215
R216674,R156607
R237204,R774680
R258191,R698177
R330318,R728376
R395115,R145671
R544885,R153081
R506229,R915112
R376315,R240050
R918411,R293355
R903442,R498258
R904723,R467625
R628179,R724242
R877820,R821657
R505488,R396225
R710731,R139631
R297606,R133999
R494475,R838309
R225880,R189846
R458615,R882453
R344312,R732176
R737571,R324836
R731849,R626622
R731990,R947709
R207494,R461347
R883388,R926001
R795080,R209756
R617252,R436836
R283698,R698041
R618174,R246038
R200889,R144080
R372798,R155404
R176827,R501902
R677166,R438889
R851572,R414860
R759530,R799902
R902752,R891246
R956659,R258144
R925207,R773505
R546974,R170029
R161587,R264506
R250968,R713658
R564353,R310184
R407440,R530693
R261538,R231575
R642005,R475688
R237313,R492578
R695287,R473057
R622076,R688564
R125400,R683821
R780450,R559012
R532364,R266369
R232711,R702938
R179430,R178251
R581163,R662363
R153698,R812837
R262245,R474809
R854660,R674906
R183754,R401790
R292807,R665798
R585483,R188867
R421644,R849012
R439920,R511558
R683906,R528236
R796345,R551615
R249496,R795048
R363145,R570276
R654386,R940390
R176037,R798390
R744979,R501402
R786321,R268017
R843264,R872199
R884754,R162141
R190818,R321570
R361401,R218441
R802452,R109900
R529809,R296791
R208226,R704040
R594412,R343387
R439369,R530572
R172535,R217836
R467531,R122564
R797850,R703841
R766971,R997199
R991201,R288821
R879955,R790896
R582197,R269817
R563846,R906446
R128389,R920235
R631171,R305619
R962453,R991532
R950760,R517102
R107527,R610042
R156159,R542401
R254344,R569647
R953905,R841187
R327452,R264878
R381657,R291787
R452832,R619932
R642604,R464472
R627981,R391469
R927065,R850584
R244118,R851527
R635639,R869230
R253461,R139649
R209759,R429786
R955452,R385970
R208098,R970696
R804119,R631099
R150491,R204522
R497535,R505629
R785213,R848559
R118472,R414863
R705646,R714620
R904756,R176738
R997048,R770165
R492383,R534524
R277644,R732578
R919701,R626526
R608874,R801122
R635572,R276217
R859950,R585923
R559717,R184103
R484798,R200322
R643836,R950337
R573258,R991518
R627063,R439390
R595337,R984970
R684386,R673785
R691657,R865605
R577281,R424556
R948399,R154362
R658953,R194892
R924068,R383060
R850936,R791273
R128676,R874854
R887609,R699636
R698221,R473112
R965078,R976387
R101353,R946066
R447602,R538228
R919970,R311728
R584971,R969805
R656603,R697635
R502701,R693529
R803764,R928897
R597927,R557121
R645126,R358135
R399037,R383573
R327261,R658819
R372216,R566012
R425755,R130437
R282726,R761577
R759537,R802725
R708506,R127989
R145612,R515755
R814418,R697742
R440130,R130230
R976485,R616871
R711912,R300315
R433516,R740239
R106735,R921926
R329722,R118189
R439477,R228341
R355223,R961449
R907857,R203913
R137167,R694648
R897313,R374384
R125894,R602815
R696089,R898655
R504843,R904009
R109786,R751212
R340560,R271568
R327621,R150150
R139375,R758171
R181470,R498322
R534617,R534592
R700741,R967619
R102220,R825098
R284851,R892048
R949519,R598799
R911577,R499263
R634445,R314096
R436900,R705695
R807412,R121603
R695105,R412815
R504488,R490238
R317046,R230467
R309838,R318585
R133368,R985708
R227147,R460586
R809935,R751768
R293898,R525769
R113169,R647985
R975787,R842998
R571150,R998722
R914303,R841676
R443012,R541403
R893705,R317042
R330300,R849212
R326944,R123235
R358712,R747036
R908691,R807763
R241139,R148031
R801898,R242681
R804758,R859241
R899959,R181617
R750160,R980224
R961544,R445796
R966132,R908744
R463761,R774984
R520904,R915957
R481212,R692269
R327636,R929824
R393630,R462334
R307108,R204687
R710118,R860932
R482017,R676170
R475379,R654285
R855468,R484792
R369417,R879803
R233139,R640530
R872462,R593652
R779871,R918362
R103179,R200769
R229537,R455573
R842068,R953167
R397169,R534060
R688359,R566994
R836913,R228128
R939819,R289064
R876239,R761795
R576499,R798380
R968427,R540974
R313964,R408865
R191118,R166825
R687996,R419145
R481450,R529527
R298538,R607550
R486852,R251141
R858701,R611099
R103458,R139410
R715876,R511699
R239853,R529306
R101729,R453675
R919006,R216063
R543441,R737362
R848574,R420244
R890093,R661185
R827208,R754609
R459695,R723561
R980030,R659955
R948122,R444764
R101576,R570102
R255304,R776407
R567834,R674291
R548975,R845624
R847089,R371774
R681487,R782974
R373576,R857114
R491295,R205769
R115346,R208757
R471434,R582880
R104401,R585907
R724817,R940985
R655350,R149011
R569692,R256619
R259175,R611224
R265610,R376096
R332597,R755107
R565992,R669446
R689459,R540564
R329487,R782030
R808912,R447430
R750931,R582912
R670716,R528148
R448073,R792303
R860935,R322096
R738313,R607873
R268826,R450681
R371870,R746384
R696173,R362744
R544937,R257761
R693256,R349015
R515668,R554743
R108330,R412780
R670724,R373355
R787230,R401425
R773829,R102552
R170352,R350741
R446167,R308622
R896091,R998316
R708965,R323011
R672052,R100111
R685289,R553266
R423565,R884533
R977420,R523377
R699560,R549387
R861031,R484687
R686784,R892353
R502378,R545522
R468558,R368673
R755028,R988781
R225222,R872802
R459896,R154415
R478636,R230651
R591628,R889288
R974689,R832264
R189190,R906138
R555305,R820682
R806972,R853772
R878320,R425034
R965973,R186177
R591084,R950997
R173555,R504038
R938903,R298168
R567716,R989723
R509197,R870854
R936855,R368777
R206836,R658881
R105597,R551353
R768356,R694916
R153736,R311180
R731104,R126487
R962287,R383167
R429375,R225114
R231515,R347524
R588580,R566871
R467735,R882449
R706178,R645034
R503379,R548126
R940861,R736076
R391032,R633125
R355329,R626693
R928797,R297784
R717998,R754337
R511136,R789084
R819201,R522716
R884930,R131939
R668956,R843483
R226520,R854667
R171652,R258248
R659927,R830710
R622164,R343851
R603870,R759090
R349823,R346440
R954975,R479487
R748029,R414274
R621886,R384763
R266504,R919585
R622271,R152844
R915095,R240673
R924152,R325901
R545321,R391705
R824627,R532106
R150187,R496402
R418919,R107336
R112106,R788244
R919178,R999358
R991598,R567481
R994788,R438709
R794286,R638701
R268355,R351785
R169381,R471249
R432960,R786810
R111045,R945089
R228634,R687328
R772302,R627667
R817848,R260357
R442381,R836048
R153092,R384390
R401935,R553947
R244692,R818866
R386118,R271391
R133164,R774887
R989019,R179814
R571559,R269498
R437197,R443671
R394614,R497438
R569334,R472385
R361141,R187384
R474690,R604269
R772373,R695846
R920039,R395741
R650427,R818525
R391931,R604987
R801202,R787453
R856837,R304377
R926525,R225721
R804507,R590332
R570664,R800193
R681463,R194898
R856229,R470251
R714634,R716660
R542762,R847738
R398205,R501628
R218035,R758894
R415713,R853620
R383279,R390505
R714300,R352203
R717467,R248791
R629110,R761845
R653479,R314808
R228679,R418041
R211293,R692173
R823329,R386983
R629167,R359957
R694004,R889840
R485449,R403606
R180273,R567395
R322153,R420022
R858174,R762489
R851909,R603223
R526200,R910787
R692139,R283548
R938707,R233100
R116400,R655610
R920709,R309297
R453969,R294278
R454749,R841824
R238836,R258859
R624599,R737404
R373561,R893853
R658473,R586105
R894601,R186524
R871314,R678907
R268209,R877639
R656237,R812332
R675217,R679005
R131878,R686915
R774019,R787704
R117357,R171795
R193835,R370072
R477179,R472494
R974545,R325734
R754743,R919459
R235623,R255903
R181430,R722945
R663505,R197373
R539357,R120874
R824109,R675018
R251779,R805883
R718878,R205578
R483496,R659422
R460221,R278859
R925885,R937318
R160228,R195379
R349067,R524173
R929415,R555393
R496186,R641760
R793143,R180635
R171425,R914868
R520105,R171759
R514954,R880680
R502666,R272893
R485729,R242840
R951629,R437778
R871357,R634330
R685862,R192490
R154388,R475302
R223804,R997016
R853385,R116799
R349356,R315004
R663614,R530395
R585592,R178380
R258193,R377750
R780466,R706951
R181597,R446107
R749013,R452133
R721063,R412384
R513395,R677487
R607857,R783381
R504387,R704974
R324195,R275893
R163015,R411051
R449494,R754938
R425509,R932449
R761195,R310191
R728648,R720736
R457266,R565032
R187709,R910381
R441507,R824397
R337850,R901243
R353461,R844144
R256787,R422050
R771003,R564674
R619143,R911999
R919564,R479224
R998707,R279867
R950574,R156028
R647811,R904895
R865896,R559048
R683268,R919175
R516229,R156514
R796883,R161668
R532573,R917586
R696463,R542186
R266743,R440453
R297612,R507441
R812110,R715464
R885602,R264978
R330492,R704581
R992062,R519453
R441497,R556185
R771301,R578976
R584274,R405945
R355835,R393059
R546353,R687881
R249123,R480268
R682717,R591132
R381977,R156559
R564436,R377836
R141720,R408546
R533151,R738343
R312766,R229627
R620991,R698732
R152379,R919139
R401667,R211628
R228274,R389516
R801379,R188728
R171309,R520081
R712591,R720892
R396042,R514498
R511164,R576586
R122227,R359645
R657455,R519355
R326549,R499768
R662896,R792526
R812048,R435191
R935876,R753440
R229815,R992694
R651628,R217582
R104651,R865775
R220091,R546067
R835645,R285564
R532322,R168567
R852277,R965141
R665698,R414282
R586556,R810018
R875749,R782150
R988837,R297888
R468283,R817105
R103123,R629052
R742486,R229296
R306264,R499920
R700299,R167671
R103397,R500720
R805648,R307918
R663530,R438780
R817245,R694984
R183519,R954867
R661750,R974094
R679552,R134679
R452467,R883685
R336295,R682736
R246678,R659943
R626533,R218428
R387638,R323786
R609670,R947358
R357237,R182428
R253566,R324916
R915120,R181160
R582939,R166462
R438453,R700664
R694323,R471049
R382028,R526507
R336504,R687138
R790621,R231709
R314223,R401693
R622528,R346392
R531155,R423468
R548068,R635284
R512157,R600757
R890517,R714935
R454602,R891806
R122496,R579692
R526731,R475786
R673379,R146120
R407412,R546873
R219295,R479841
R836624,R704083
R737237,R316705
R732921,R637292
R415808,R275114
R801191,R469935
R628632,R902868
R798373,R171758
R229930,R342704
R527286,R416295
R545740,R673270
R979459,R761360
R355219,R731556
R453950,R737165
R542387,R362532
R210908,R105784
R413896,R235828
R542716,R981354
R371875,R864815
R258838,R405329
R865726,R236726
R904967,R698503
R281041,R588982
R183412,R854131
R203750,R469879
R495737,R164368
R367129,R941067
R426913,R368091
R119079,R457107
R732627,R257681
R157322,R996448
R317838,R613341
R587157,R528077
R496714,R325086
R858289,R463085
R754544,R353609
R511449,R263608
R195109,R588806
R758996,R644258
R308188,R802982
R811282,R756202
R867086,R902484
R442549,R117793
R614885,R929428
R443618,R477186
R164067,R961912
R346304,R829944
R148452,R301121
R915714,R152606
R230115,R529564
R107699,R721677
R377874,R149764
R439189,R517614
R820486,R579237
R136848,R265782
R481087,R295811
R810999,R707380
R115677,R782930
R627184,R354700
R614191,R979807
R365080,R127781
R188582,R953228
R958629,R470775
R999292,R679551
R911389,R935844
R707696,R235975
R564663,R924481
R919455,R938211
R711939,R610198
R327352,R455511
R439523,R843188
R326270,R950336
R767589,R675693
R213731,R831851
R369150,R379278
R818178,R543546
R561971,R607049
R858780,R351826
R657931,R885751
R608633,R259678
R337565,R159236
R519903,R414134
R308948,R388494
R615388,R177937
R423580,R941831
R896972,R822602
R217188,R934539
R460290,R405677
R316702,R239170
R125023,R243192
R514622,R628249
R597779,R984561
R152078,R677631
R241290,R338043
R826251,R135580
R929013,R203605
R509903,R535848
R833928,R101235
R675194,R794464
R824881,R102289
R678987,R797013
R819453,R440507
R782789,R620590
R647743,R405836
R982382,R429881
R939568,R323382
R895736,R601955
R314555,R790608
R792175,R156646
R364275,R250219
R893591,R552977
R892854,R576802
R918965,R829273
R400914,R376558
R736165,R936271
R899531,R739300
R347523,R337627
R946029,R569329
R514050,R769101
R813851,R608102
R552666,R292485
R409353,R563149
R476523,R778068
R850144,R373536
R688784,R599797
R936349,R656126
R814268,R955282
R131732,R320175
R317822,R308039
R150011,R472841
R261485,R505097
R562355,R919285
R727948,R899296
R215439,R915359
R669298,R848705
R697914,R446927
R586866,R499341
R696563,R957139
R165090,R979911
R128339,R643462
R429679,R394980
R657768,R306631
R522228,R305295
R300532,R325379
R122544,R347754
R473656,R186719
R212237,R626841
R203866,R466123
R261125,R985434
R311324,R796201
R541595,R899130
R501159,R402420
R421027,R289147
R747573,R434487
R492837,R525920
R459668,R629246
R624340,R722365
R687826,R195199
R102984,R417466
R631612,R802270
R537264,R781824
R884861,R659781
R428845,R991109
R232123,R585943
R244098,R285487
R792381,R866140
R581789,R258837
R178254,R554226
R486323,R331298
R982433,R357165
R398155,R600614
R584142,R805858
R119689,R475048
R531019,R811395
R749988,R995140
R600331,R811682
R326590,R426283
R783219,R960170
R235558,R403713
R496984,R497879
R663024,R957498
R952170,R382632
R245413,R881107
R753817,R693918
R935227,R293589
R994763,R391102
R122755,R800815
R330914,R150868
R804424,R323429
R705890,R222586
R349798,R542915
R482557,R709515
R278100,R113426
R691603,R710358
R484132,R834907
R993575,R716964
R131605,R763596
R270416,R962794
R630656,R486700
R139293,R681400
R971299,R442279
R350291,R944301
R618429,R423729
R595478,R929135
R127846,R478450
R793845,R425451
R870607,R813547
R697529,R949042
R899638,R329808
R970578,R929365
R699948,R631410
R982635,R411385
R919013,R958790
R599149,R356291
R592753,R829896
R852221,R787225
R451578,R481677
R182763,R182728
R571984,R352863
R146829,R734582
R710664,R589626
R813743,R357449
R884249,R292948
R841306,R177328
R616974,R197712
R130550,R875981
R283770,R361790
R281791,R812137
R691088,R882938
R246763,R538113
R807165,R652739
R318247,R479657
R834222,R419404
R946337,R476056
R176784,R421101
R460466,R142073
R379398,R204431
R103042,R289539
R620782,R797054
R393954,R176019
R304349,R658362
R465866,R233145
R480246,R873898
R846641,R499587
R682186,R796711
R115023,R262172
R412450,R461756
R176575,R877772
R985710,R720432
R314297,R539257
R462394,R111184
R658827,R641947
R846597,R621171
R548901,R817797
R419308,R114519
R675333,R611582
R124626,R640508
R455185,R753429
R291475,R962403
R449180,R845123
R966495,R547094
R233275,R180744
R992981,R106468
R657413,R879672
R929544,R467367
R403954,R726641
R220262,R825912
R424686,R637600
R832990,R573559
R630471,R990639
R834335,R525744
R931713,R560766
R896785,R204991
R683397,R380686
R390068,R299136
R606958,R776163
R287243,R382309
R985796,R416621
R898191,R810245
R704191,R375478
R561895,R359751
R968952,R441697
R730709,R218982
R725741,R313533
R902524,R849847
R873544,R605082
R317733,R492888
R852817,R475614
R413756,R254524
R308250,R641415
R619263,R475913
R991519,R822659
R359560,R963361
R821484,R159910
R164179,R691554
R450095,R649000
R647487,R150627
R709875,R909619
R134501,R214537
R284025,R588976
R993851,R854264
R206026,R537215
R556034,R791772
R875139,R300007
R412271,R906394
R249434,R550798
R534496,R199722
R917047,R837943
R375657,R588300
R836933,R262231
R330077,R846568
R163678,R524813
R164933,R909056
R944216,R870190
R887396,R631489
R260887,R106340
R255107,R499662
R419558,R140307
R801935,R772771
R256194,R668510
R901319,R942114
R152160,R594753
R815701,R562883
R234767,R966014
R630828,R312585
R178093,R690536
R313230,R669693
R321088,R674159
R968534,R951288
R305265,R825519
R918489,R633391
R837508,R331931
R925174,R771064
R924128,R804101
R918774,R796029
R407623,R331671
R458523,R425025
R283630,R766751
R284492,R769584
R456018,R945903
R608330,R375155
R604219,R179108
R734877,R699210
R206097,R321939
R382730,R406038
R842486,R315275
R549524,R208241
R393489,R125774
R485388,R964455
R692499,R126394
R288477,R317605
R513710,R250041
R292870,R893137
R920931,R971395
R332673,R739332
R810293,R307902
R119776,R453934
R111271,R231928
R630290,R397315
R326321,R883027
R318981,R931901
R919482,R878870
R936135,R653148
R205389,R812167
R989272,R715838
R453751,R145905
R861664,R810984
R836778,R896530
R694294,R701420
R973239,R801453
R727377,R597144
R501987,R844377
R499001,R849489
R273632,R228894
R400118,R279494
R792551,R835686
R485380,R138893
R916922,R392638
R497859,R161333
R329951,R942814
R637390,R773351
R243746,R494886
R726814,R986891
R216127,R845122
R967724,R718578
R594750,R716430
R275431,R449696
R392741,R943343
R275055,R803169
R897413,R103342
R452667,R531055
R692055,R461039
R918595,R782656
R386223,R738153
R822916,R195653
R919292,R680209
R782670,R796064
R531120,R555136
R366945,R359382
R167763,R262244
R997912,R930057
R897288,R606071
R658768,R455927
R791503,R398644
R380465,R368996
R756425,R134674
R970501,R451887
R250516,R869488
R362203,R466563
R227824,R730533
R835049,R807747
R261381,R845784
R898905,R503374
R449019,R646994
R699622,R758407
R711744,R994203
R521242,R864791
R899786,R687041
R930317,R929632
R874881,R529886
R562041,R697660
R230910,R687322
R811740,R857579
R324006,R733591
R873558,R664225
R263378,R686628
R349662,R475161
R937598,R238835
R965746,R288078
R213717,R849461
R846717,R623888
R914802,R172829
R746512,R788454
R623560,R243168
R598724,R176998
R649956,R538680
R700172,R744710
R715766,R889295
R198603,R167490
R502976,R886448
R948776,R298075
R444345,R584870
R771392,R340057
R205230,R427239
R298010,R147734
R110652,R606828
R301754,R590168
R189945,R821400
R952418,R289750
R760475,R836594
R187640,R137283
R853463,R795790
R559517,R327098
R349614,R816934
R574488,R522721
R902707,R504174
R780102,R715646
R311767,R625915
R209219,R655635
R516268,R319554
R206719,R872410
R413781,R630308
R493331,R983969
R760330,R814301
R401305,R477123
R730676,R585328
R887890,R451197
R586750,R166360
R995693,R571709
R256654,R942605
R605132,R942378
R964890,R650584
R813000,R540007
R581198,R558407
R446569,R107981
R957141,R414223
R622330,R934911
R542053,R827463
R571803,R155871
R767474,R253159
R575160,R908260
R268316,R465670
R567289,R773460
R175812,R929287
R276370,R682155
R326355,R590094
R259249,R342251
R237107,R595049
R306336,R601782
R824614,R590980
R598433,R423860
R834214,R127509
R778875,R444246
R833297,R608266
R595496,R855651
R856630,R396505
R425324,R265225
R245504,R675343
R777611,R574519
R920306,R562159
R335196,R832015
R332619,R731380
R209469,R592532
R663432,R395391
R757194,R638712
R979737,R690045
R763827,R132240
R369363,R736338
R223939,R136214
R786214,R969568
R419838,R541036
R245540,R160363
R675387,R875437
R720573,R839960
R430022,R829956
R521738,R135117
R488134,R132175
R197294,R856762
R608662,R615746
R955381,R752386
R987635,R206866
R250936,R637445
R298097,R633296
R116708,R736350
R322532,R311414
R578226,R741590
R929480,R509560
R529570,R595863
R126410,R161748
R636102,R455986
R394635,R807047
R113397,R684528
R896858,R790717
R807076,R669178
R824434,R569935
R590963,R278768
R887816,R166236
R793903,R400125
R564693,R296512
R868481,R337458
R110384,R930202
R373401,R539347
R681079,R810848
R557718,R496026
R686841,R671896
R693118,R984874
R884053,R601525
R193559,R169411
R512337,R333582
R399223,R899250
R364691,R598409
R133737,R842680
R154625,R181221
R738255,R316189
R700367,R469157
R623330,R456176
R952330,R922713
R694125,R709295
R594315,R240698
R746890,R892755
R616978,R382921
R269779,R261659
R515465,R119423
R599904,R261452
R970298,R185293
R400363,R465451
R995373,R709997
R475485,R665647
R934601,R990227
R909692,R869789
R621500,R184784
R623573,R204423
R651070,R111164
R445471,R160679
R103168,R769754
R870666,R926472
R306163,R281837
R719183,R405841
R560169,R752574
R689450,R620609
R853009,R591061
R420716,R556582
R668279,R443068
R694886,R501544
R540425,R712233
R818824,R691138
R765805,R157219
R647382,R495534
R883541,R746241
R828224,R841458
R843499,R101901
R322880,R993237
R482217,R610164
R971014,R560684
R376615,R148593
R223180,R472063
R280675,R417552
R513276,R589596
R427982,R556690
R391088,R800200
R583567,R527777
R809741,R882060
R361642,R958335
R259648,R336940
R357414,R401827
R940501,R867471
R398606,R374691
R800062,R546809
R857648,R588231
R170876,R856362
